,Reaction,Original Flux,Tissue-specific Flux,Difference
2204,RE3252C,0.0,0.0,0.0
2205,RE3476C,0.0,0.0,0.0
2206,RE3476M,0.0,0.0,0.0
2207,PI3PP,0.0,0.0,0.0
2208,RE3273R_1,-8.261434373368335,-8.261434373368335,0.0
2209,RE3110C,0.0,0.0,0.0
2210,RE3286C,0.0,0.0,0.0
2211,RE3287C,0.0,0.0,0.0
2212,RE3485C,0.0,0.0,0.0
2213,RE3486C,0.0,0.0,0.0
2214,RE3488C,0.0,0.0,0.0
2215,RE3288C,0.0,0.0,0.0
2216,RE3289C,0.0,0.0,0.0
2217,RE3490C,0.0,0.0,0.0
2218,RE3307C,0.0,0.0,0.0
2219,RE3491C,0.0,0.0,0.0
2220,RE3346M,0.0,86.65165202689411,-86.65165202689411
2221,RE3113C,0.0,0.0,0.0
2222,RE3513C,0.0,0.0,0.0
2223,RE3513R,0.0,0.0,0.0
2224,RE3367E,0.0,0.0,0.0
2225,RE3520E,0.0,0.0,0.0
2226,RE3114R,0.0,0.0,0.0
2227,RE3524R,0.0,0.0,0.0
2228,RE3119C,0.0,0.0,0.0
2229,RE3411C_1,0.0,0.0,0.0
2230,RE3413C,0.0,0.0,0.0
2231,RE3525M,0.0,0.0,0.0
2232,RE3526C,0.0,0.0,0.0
2233,RE3526M,0.0,0.0,0.0
2234,RE3565C,0.0,0.0,0.0
2235,RE3566C,0.0,0.0,0.0
2236,RE3567C,0.0,0.0,0.0
2237,RE3421R,0.0,0.0,0.0
2238,RE3422C,0.0,1.8364775591428437e-13,-1.8364775591428437e-13
2239,EX_CE2250_e,0.0,0.0,0.0
2240,RE3570C,0.0,0.0,0.0
2241,EX_CE1935_e,0.0,0.0,0.0
2242,RE3587C,0.0,0.0,0.0
2243,EX_CE1943_e,0.0,0.0,0.0
2244,RE3597C,0.0,436.006394793373,-436.006394793373
2245,RE3120C,0.0,0.0,0.0
2246,RE3597M,0.0,0.0,0.0
2247,RE3597X,0.0,-436.00639479337303,436.00639479337303
2248,RE3122C,0.0,0.0,0.0
2249,RE3626M,0.0,0.0,0.0
2250,RE3628M,0.0,0.0,0.0
2251,EX_CE1939_e,0.0,0.0,0.0
2252,EX_CE2915_e,0.0,0.0,0.0
2253,EX_CE4722_e,0.0,0.0,0.0
2254,EX_CE4723_e,0.0,0.0,0.0
2255,EX_prostgh2_e,555.7939141431709,0.0,555.7939141431709
2256,RE3146R,0.0,0.0,0.0
2257,EX_citr__L_e,0.0,0.0,0.0
2258,EX_HC00822_e,0.0,0.0,0.0
2259,EX_C02528_e,0.0,0.0,0.0
2260,EX_HC02192_e,0.0,0.0,0.0
2261,EX_HC02195_e,0.0,0.0,0.0
2262,EX_HC02191_e,0.0,0.0,0.0
2263,EX_HC02198_e,0.0,0.0,0.0
2264,EX_HC02203_e,0.0,999.9999999999998,-999.9999999999998
2265,EX_HC02204_e,0.0,0.0,0.0
2266,EX_HC02205_e,0.0,0.0,0.0
2267,EX_HC02206_e,0.0,0.0,0.0
2268,EX_HC02207_e,0.0,0.0,0.0
2269,EX_HC02213_e,0.0,0.0,0.0
2270,EX_HC02217_e,-555.7939141431707,0.0,-555.7939141431707
2271,EX_arachcoa_e,0.0,0.0,0.0
2272,EX_coa_e,0.0,0.0,0.0
2273,EX_CE4724_e,0.0,0.0,0.0
2274,EX_malthp_e,0.0,238.64105922364712,-238.64105922364712
2275,EX_CE2838_e,0.0,0.0,0.0
2276,EX_cynt_e,0.0,0.0,0.0
2277,EX_3ump_e,0.0,0.0,0.0
2278,EX_CE5786_e,0.0,0.0,0.0
2279,EX_CE5797_e,0.0,0.0,0.0
2280,EX_CE5787_e,0.0,0.0,0.0
2281,EX_CE5868_e,0.0,0.0,0.0
2282,EX_CE4881_e,0.0,0.0,0.0
2283,EX_CE5854_e,0.0,0.0,0.0
2284,EX_cdpea_e,0.0,0.0,0.0
2285,EX_CE5853_e,0.0,0.0,0.0
2286,EX_CE1925_e,0.0,0.0,0.0
2287,CITt4_4,0.0,0.0,0.0
2288,C12OHc,0.0,0.0,0.0
2289,RE3153C,0.0,0.0,0.0
2290,HCO3_NAt,0.0,0.0,0.0
2291,RE3156X,0.0,0.0,0.0
2292,C141OHe,0.0,0.0,0.0
2293,INSTt4_2,0.0,0.0,0.0
2294,RE3165C,0.0,0.0,0.0
2295,C142CPT1,0.0,0.0,0.0
2296,C142OHc,0.0,0.0,0.0
2297,RE3168C,0.0,0.0,0.0
2298,C14OHc,0.0,0.0,0.0
2299,C162ACBP,0.0,0.0,0.0
2300,PIt9,-1000.0,-1000.0,0.0
2301,RE3169C,0.0,0.0,0.0
2302,C16OHc,0.0,0.0,0.0
2303,C182OHc,0.0,0.0,0.0
2304,PROt4_2_r,0.0,0.0,0.0
2305,C18OHc,0.0,0.0,0.0
2306,ACRNtp,0.0,0.0,0.0
2307,HSD17B3r,0.0,0.0,0.0
2308,BIOMASS_reaction,0.0,0.0,0.0
2309,RE3170C,0.0,0.0,0.0
2310,3HBCOARc,0.0,0.0,0.0
2311,ADPCOACROT,0.0,0.0,0.0
2312,RE3174C,0.0,0.0,0.0
2313,ADPCOAPTE,0.0,0.0,0.0
2314,C102CPT1,0.0,0.0,0.0
2315,C3DCe,0.0,0.0,0.0
2316,C4CRNCPT2,0.0,0.0,0.0
2317,RE3175C,0.0,0.0,0.0
2318,C4CRNe,0.0,0.0,0.0
2319,C4DCCACT,-2.441374888160784e-13,-2.441374888160784e-13,0.0
2320,C10DCe,0.0,0.0,0.0
2321,C10OHc,0.0,0.0,0.0
2322,RE3178M,0.0,0.0,0.0
2323,C120CPT1,0.0,0.0,0.0
2324,C121CPT1,0.0,0.0,0.0
2325,C4DCe,0.0,0.0,0.0
2326,C4tcx,0.0,0.0,0.0
2327,C4tmc,0.0,0.0,0.0
2328,C51CPT1,0.0,0.0,0.0
2329,C12DCTD,0.0,0.0,0.0
2330,C12DCe,0.0,2.441374888160784e-13,-2.441374888160784e-13
2331,C5DCe,0.0,0.0,0.0
2332,C60CPT1,0.0,0.0,0.0
2333,RE3179M,0.0,0.0,0.0
2334,C6COAt,0.0,0.0,0.0
2335,RE3180C,0.0,0.0,0.0
2336,FAOXC122m,0.0,-1.2126349525775495e-13,1.2126349525775495e-13
2337,C6DCCACT,0.0,0.0,0.0
2338,C6DCc,0.0,0.0,0.0
2339,C80CPT1,-1000.0,0.0,-1000.0
2340,C81CRNe,0.0,0.0,0.0
2341,SK_dd2coa_c,0.0,0.0,0.0
2342,DDCRNe,0.0,0.0,0.0
2343,SK_decdicoa_c,0.0,0.0,0.0
2344,DOCOSACT,0.0,0.0,0.0
2345,DOCOSACTDe,0.0,0.0,0.0
2346,DOCOSACTDr,0.0,0.0,0.0
2347,DOCOSCOAtxc,0.0,0.0,0.0
2348,EX_3hdececrn_e,0.0,0.0,0.0
2349,EX_3ivcrn_e,0.0,0.0,0.0
2350,EX_3thexddcoacrn_e,0.0,0.0,0.0
2351,EX_c101crn_e,0.0,0.0,0.0
2352,EX_c10crn_e,0.0,0.0,0.0
2353,EX_c10dc_e,0.0,0.0,0.0
2354,EX_c12dc_e,0.0,2.441374888160784e-13,-2.441374888160784e-13
2355,EX_c3dc_e,0.0,0.0,0.0
2356,DOCO13EFATP,0.0,0.0,0.0
2357,FAOXC16C16OHm,0.0,0.0,0.0
2358,EX_c4dc_e,0.0,0.0,0.0
2359,FAOXC123C102x,0.0,0.0,0.0
2360,FAOXC16DCC14DCx,0.0,0.0,0.0
2361,FAOXC16DCr,0.0,0.0,0.0
2362,FAOXC170150m,0.0,0.0,0.0
2363,FAOXC181C181OHm,0.0,0.0,0.0
2364,FAOXC123m,0.0,0.0,0.0
2365,FAOXC182C162m,0.0,-1.2126349525775498e-13,1.2126349525775498e-13
2366,FAOXC183C163m,0.0,0.0,0.0
2367,EX_c5dc_e,0.0,0.0,0.0
2368,FAOXC120100x,0.0,0.0,0.0
2369,EX_c6crn_e,0.0,0.0,0.0
2370,EX_c8crn_e,0.0,0.0,0.0
2371,EX_decdicrn_e,0.0,0.0,0.0
2372,FAOXC184C163x,0.0,0.0,0.0
2373,FAOXC184C164m,0.0,0.0,0.0
2374,FAOXC184m,0.0,0.0,0.0
2375,FAOXC185C164m,0.0,0.0,0.0
2376,FAOXC18C18OHm,0.0,0.0,0.0
2377,EX_docosac_e,0.0,0.6097266369993644,-0.6097266369993644
2378,EX_docosdiac_e,0.0,0.0,0.0
2379,EX_dca_e,0.0,0.0,0.0
2380,FAOXC204C205x,0.0,0.0,0.0
2381,FAOXC101C8x,0.0,0.0,0.0
2382,FAOXC12DCC10DCx,-2.441374888160784e-13,-2.441374888160784e-13,0.0
2383,FAOXC101x,0.0,0.0,0.0
2384,FAOXC102C101m,0.0,0.0,0.0
2385,FAOXC102C81m,0.0,0.0,0.0
2386,FAOXC221C201x,0.0,0.0,0.0
2387,FAOXC225C204m,0.0,0.0,0.0
2388,FAOXC225C226m,0.0,0.0,0.0
2389,FAOXC225C226x,0.0,0.0,0.0
2390,FAOXC102C81x,0.0,0.0,0.0
2391,FAOXC102m,0.0,0.0,0.0
2392,FAOXC102x,0.0,0.0,0.0
2393,FAOXC226C225m,0.0,0.0,0.0
2394,FAOXC227C226m,0.0,0.0,0.0
2395,FAOXC12DCc,0.0,0.0,0.0
2396,FAOXC103C102m,0.0,0.0,0.0
2397,FAOXC103C102x,0.0,0.0,0.0
2398,FAOXC10C10OHm,0.0,0.0,0.0
2399,FAOXC10080m,0.0,0.0,0.0
2400,FAOXC10080x,0.0,0.0,0.0
2401,FAOXC121C101m,0.0,0.0,0.0
2402,FAOXC3DC,0.0,0.0,0.0
2403,FAOXC4020m,0.0,0.0,0.0
2404,FAOXC4C4DCc,2.4413748881607845e-13,2.4413748881607845e-13,0.0
2405,FAOXC61m,0.0,0.0,0.0
2406,FAOXC6C4x,0.0,0.0,0.0
2407,FAOXC6DCC4DCx,-2.441374888160784e-13,-2.441374888160784e-13,0.0
2408,EX_dchac_e,0.0,0.0,0.0
2409,FAOXC12DCx,0.0,2.441374888160784e-13,-2.441374888160784e-13
2410,FAOXC81C61m,0.0,0.0,0.0
2411,FAOXC8C6m,0.0,0.0,0.0
2412,FAOXC8DCC6DCx,-2.441374888160784e-13,-2.441374888160784e-13,0.0
2413,FAOXC13BRC11BRx,-1.911313457483394e-29,0.0,-1.911313457483394e-29
2414,FAOXC9C7m,0.0,0.0,0.0
2415,FAOXOHC16C16DCc,0.0,0.0,0.0
2416,FAOXOHC22C22DCc,0.0,0.0,0.0
2417,STCOATxc,0.0,0.0,0.0
2418,SUBERCROT,0.0,0.0,0.0
2419,FAOXC13C11m,0.0,0.0,0.0
2420,SUBERICACT,0.0,0.0,0.0
2421,SUCCCROT,-2.441374888160784e-13,-2.441374888160784e-13,0.0
2422,FAOXC141C141OHm,0.0,0.0,0.0
2423,TDCRNe,0.0,0.0,0.0
2424,FAOXC142C122m,0.0,-1.2126349525775498e-13,1.2126349525775498e-13
2425,SK_tetdec2coa_c,0.0,0.0,0.0
2426,SK_tetdece1coa_c,0.0,0.0,0.0
2427,TETDECE1CRNe,0.0,0.0,0.0
2428,TIGCRNe,0.0,0.0,0.0
2429,FAOXC142C122x,0.0,0.0,0.0
2430,FAOXC143C123m,0.0,0.0,0.0
2431,FAOXC143C123x,0.0,0.0,0.0
2432,FAOXC140120m,0.0,0.0,0.0
2433,FAOXC14C14OHm,0.0,0.0,0.0
2434,FAOXC15ATPx,0.0,0.0,0.0
2435,34DHPHELAT1tc,0.0,0.0,0.0
2436,ALAALACNc,0.0,0.0,0.0
2437,FAOXOHMC10DC10c,0.0,0.0,0.0
2438,FAOXTC162TC142m,0.0,0.0,0.0
2439,FAOXTC182TC162m,0.0,0.0,0.0
2440,ALAyLATthc,0.0,0.0,0.0
2441,FAOXC15BRC13BRx,0.0,0.0,0.0
2442,ARGATB0tc,0.0,0.0,0.0
2443,FOAXC122C101x,0.0,0.0,0.0
2444,FAOXC15NADx,0.0,0.0,0.0
2445,ASNATB0tc,0.0,0.0,0.0
2446,BALAt2r,0.0,0.0,0.0
2447,HDCACBP,0.0,0.0,0.0
2448,BGLUTDECHOe,0.0,0.0,0.0
2449,FAOXC161C141m,0.0,0.0,0.0
2450,BTNTe,0.0,0.0,0.0
2451,FAOXC161C141x,0.0,0.0,0.0
2452,CYSSNAT5tc,0.0,0.0,0.0
2453,CYSTLEUrBATtc,0.0,0.0,0.0
2454,HEXDIACtr,0.0,0.0,0.0
2455,HEXDICOAACBPx,0.0,0.0,0.0
2456,HIVCACBP,0.0,0.0,0.0
2457,GALSGLT1le,0.0,0.0,0.0
2458,HIVCRNe,0.0,0.0,0.0
2459,FAOXC161C161OHm,0.0,0.0,0.0
2460,HTDCACBP,0.0,0.0,0.0
2461,HTDCRNe,0.0,0.0,0.0
2462,IVCOAACBP,0.0,0.0,0.0
2463,GLNATB0tc,0.0,1000.0,-1000.0
2464,GUMDCHAe,0.0,0.0,0.0
2465,IVCRNe,0.0,0.0,0.0
2466,LGNCCOAtcx_1,0.0,0.0,0.0
2467,GUMGCHLe,0.0,0.0,0.0
2468,NRVNCCOAtxc,0.0,0.0,0.0
2469,GUMTCHOLe,0.0,0.0,0.0
2470,OCD11COACPT1_1,0.0,0.0,0.0
2471,FAOXC162C162OHm,0.0,0.0,0.0
2472,OCT11EFATP_1,0.0,0.0,0.0
2473,OCTDECCPT1,0.0,0.0,0.0
2474,HISSNAT5tc,0.0,0.0,0.0
2475,HISyLATtc,0.0,0.0,0.0
2476,FAOXC163C142x,0.0,0.0,0.0
2477,LEUATB0tc,0.0,0.0,0.0
2478,LEULEULAPc,0.0,0.0,0.0
2479,OCTDECE1CRNe,0.0,0.0,0.0
2480,SK_octdececoa_c,0.0,0.0,0.0
2481,OMHDEACIDTD,0.0,0.0,0.0
2482,SBCOAACOTx,0.0,0.0,0.0
2483,SCP21cx,0.0,0.0,0.0
2484,LINOFATPtc,0.0,0.0,0.0
2485,METATB0tc,0.0,0.0,0.0
2486,NACHORCTL3le,0.0,0.0,0.0
2487,OLEICFATPtc,0.0,0.0,0.0
2488,FAOXC163C164Gm,0.0,0.0,0.0
2489,ORNALArBATtc,0.0,576.2496872038778,-576.2496872038778
2490,FAOXC163C164x,0.0,0.0,0.0
2491,ORNLEUrBATtc,0.0,0.0,0.0
2492,PECGCHLe,0.0,0.0,0.0
2493,PHEATB0tc,1000.0,0.0,1000.0
2494,EX_gltdechol_e,0.0,0.0,0.0
2495,EX_glysar_e,0.0,0.0,0.0
2496,EX_gumtchol_e,0.0,0.0,0.0
2497,EX_leugly_e,0.0,0.0,0.0
2498,EX_leuleu_e,0.0,0.0,0.0
2499,PHEyLATthc,0.0,0.0,0.0
2500,EX_pect_e,0.0,1.1057827980628734e-13,-1.1057827980628734e-13
2501,PSYGCHe,0.0,0.0,0.0
2502,FAOXC163Gm,0.0,0.0,0.0
2503,EX_pectingchol_e,0.0,0.0,0.0
2504,EX_pectintchol_e,0.0,-1.1057827980628733e-13,1.1057827980628733e-13
2505,EX_psyl_e,0.0,0.0,0.0
2506,EX_psylchol_e,0.0,0.0,0.0
2507,EX_psyltchol_e,0.0,0.0,0.0
2508,EX_slfcys_e,-466.73760190216115,0.0,-466.73760190216115
2509,THMATPe,0.0,0.0,0.0
2510,TRPATB0tc,0.0,0.0,0.0
2511,TYRATB0tc,0.0,0.0,0.0
2512,VALATB0tc,0.0,0.0,0.0
2513,VITEtl,0.0,0.0,0.0
2514,FAOXC163x,0.0,0.0,0.0
2515,3AIB_Dtm,-466.73760190216103,-261.4916977732967,-205.2459041288643
2516,EX_pan4p_e,0.0,0.0,0.0
2517,EX_ptth_e,0.0,0.0,0.0
2518,EX_q10h2_e,0.0,322.67868820649,-322.67868820649
2519,3HCO3_NAt,0.0,0.0,0.0
2520,FAOXC164C143m,0.0,0.0,0.0
2521,4ABUTtcn,0.0,0.0,0.0
2522,4HPROLTASCT1,0.0,0.0,0.0
2523,ADNt5,0.0,0.0,0.0
2524,FAOXC164C143x,0.0,0.0,0.0
2525,AHCYStm,0.0,0.0,0.0
2526,FADDPle,0.0,0.0,0.0
2527,FAOXC164C163x,0.0,0.0,0.0
2528,FE2DMT1,0.0,0.0,0.0
2529,FOLt2,0.0,-1000.0000000000001,1000.0000000000001
2530,ALA_DTDe,0.0,0.0,0.0
2531,ASPDTDe,0.0,0.0,0.0
2532,ASPPROASCT1,0.0,0.0,0.0
2533,BTNt3i,0.0,0.0,0.0
2534,FRDPtcr,0.0,0.0,0.0
2535,G6PDH2c,569.1600563901496,569.1600563901497,-1.1368683772161603e-13
2536,FAOXC164C165m,0.0,0.0,0.0
2537,GLU5SAtmc,590.6726499512703,0.0,590.6726499512703
2538,G3PDm,0.0,0.0,0.0
2539,GNDc,569.1600563901496,569.1600563901499,-2.2737367544323206e-13
2540,GSNt5,0.0,0.0,0.0
2541,HYPTROXe,0.0,0.0,0.0
2542,CHSTEROLtrc,0.0,0.0,0.0
2543,CRNtp,0.0,3.4489727335027263e-29,-3.4489727335027263e-29
2544,CYTDt5,0.0,0.0,0.0
2545,Coqe,0.0,322.67868820649,-322.67868820649
2546,DCTPtm_cho,0.0,0.0,0.0
2547,DGTPtm_cho,0.0,0.0,0.0
2548,DM_taur_c,0.0,0.0,0.0
2549,DM_pmtcoa_r,0.0,0.0,0.0
2550,DSREDUCr,14.457155828709055,0.0,14.457155828709055
2551,INSK,0.0,0.0,0.0
2552,FAOXC164m,0.0,0.0,0.0
2553,Kt3r,0.0,0.0,0.0
2554,LACLt,0.0,256.94500980056165,-256.94500980056165
2555,DTMPKm,0.0,0.0,0.0
2556,DTTPtm_cho,0.0,0.0,0.0
2557,EX_4hpro_LT_e,0.0,0.0,0.0
2558,EX_bglc_e,0.0,0.0,0.0
2559,MAL_Ltx,0.0,0.0,0.0
2560,EX_carn_e,0.0,0.0,0.0
2561,FAOXC164x,0.0,0.0,0.0
2562,FAOXC165C164m,0.0,0.0,0.0
2563,EX_glgchlo_e,0.0,0.0,0.0
2564,MDHp,0.0,0.0,0.0
2565,SK_5HPET_c,0.0,0.0,0.0
2566,EX_crtn_e,0.0,0.0,0.0
2567,SPRMti,0.0,0.0,0.0
2568,TAURt,0.0,0.0,0.0
2569,URIt5,0.0,0.0,0.0
2570,q10h2tc,0.0,0.0,0.0
2571,34HPPte,306.94800113135796,0.0,306.94800113135796
2572,3MOBte,0.0,0.0,0.0
2573,EX_cyst__L_e,0.0,0.0,0.0
2574,EX_dcmp_e,-1000.0,-1000.0,0.0
2575,3MOPt,0.0,0.0,0.0
2576,4HPRO_LTte,0.0,0.0,0.0
2577,5MTAte,0.0,-207.9859839022295,207.9859839022295
2578,5OXPROt,0.0,0.0,0.0
2579,AICARte,0.0,-138.8450476138259,138.8450476138259
2580,ANTHte,0.0,0.0,0.0
2581,NADtm,-2.5909790622609074e-12,2.1248839593743164e-13,-2.803467458198339e-12
2582,NADtx,0.0,-8.101194452203783e-14,8.101194452203783e-14
2583,OCDCAFATPc,0.0,0.0,0.0
2584,CBASPte,0.0,0.0,0.0
2585,DM_4hpro_LT_m,0.0,0.0,0.0
2586,DM_Lcystin_c,0.0,0.0,0.0
2587,P5CR,590.6726499512703,0.0,590.6726499512703
2588,DM_ncam_c,0.0,0.0,0.0
2589,PHEMEt,0.0,0.0,0.0
2590,EX_34hpp_e,-306.94800113135796,0.0,-306.94800113135796
2591,EX_glyald_e,0.0,0.0,0.0
2592,EX_3mob_e,0.0,0.0,0.0
2593,EX_3mop_e,0.0,0.0,0.0
2594,EX_ahcys_e,0.0,-4.672279436207549e-13,4.672279436207549e-13
2595,PNTEHe,0.0,0.0,0.0
2596,PPItm,0.0,0.0,0.0
2597,PRO_Dtde,0.0,0.0,0.0
2598,PTPATe,0.0,0.0,0.0
2599,Q10H2e,0.0,322.67868820649,-322.67868820649
2600,RTOTAL2FATPc,0.0,0.0,0.0
2601,RTOTALFATPc,0.0,0.0,0.0
2602,SFCYSc,-466.73760190216115,0.0,-466.73760190216115
2603,EX_aicar_e,0.0,138.8450476138259,-138.8450476138259
2604,EX_anth_e,0.0,0.0,0.0
2605,MALt,0.0,0.0,0.0
2606,SFCYSe,-466.73760190216115,0.0,-466.73760190216115
2607,IDOURte,0.0,0.0,0.0
2608,EX_icit_e,0.0,77.29574386339264,-77.29574386339264
2609,EX_idour_e,0.0,0.0,0.0
2610,5HOXINDOAtr,0.0,0.0,0.0
2611,CGMPt,0.0,0.0,0.0
2612,PEPtr,-1000.0,-1000.0,0.0
2613,GUDACtr,0.0,0.0,0.0
2614,GUDACtr2,0.0,0.0,0.0
2615,LKYNRtr,0.0,0.0,0.0
2616,CALAtr,-191.03287995651263,0.0,-191.03287995651263
2617,KYNATEtr2,0.0,0.0,0.0
2618,3ANTHRNtr,0.0,0.0,0.0
2619,GALt4,0.0,0.0,0.0
2620,GLCt4,0.0,28.913603008046376,-28.913603008046376
2621,HKYNRtr,0.0,0.0,0.0
2622,EX_Lkynr_e,0.0,-350.3346002815198,350.3346002815198
2623,DMGLYtr,-184.29820482214856,0.0,-184.29820482214856
2624,ETHAMPtr,0.0,0.0,0.0
2625,MANt4,0.0,0.0,0.0
2626,TCHOLAt3,0.0,0.0,0.0
2627,EX_quln_e,0.0,0.0,0.0
2628,EX_xmp_e,1000.0,0.0,1000.0
2629,TRPt,0.0,0.0,0.0
2630,FUMtr,0.0,-211.6026501154294,211.6026501154294
2631,EX_3pg_e,0.0,0.0,0.0
2632,G3PCt,0.0,0.0,0.0
2633,GLCURtr,-1000.0,-361.4109893318694,-638.5890106681306
2634,Kt1,0.0,0.0,0.0
2635,XANt,0.0,0.0,0.0
2636,EX_3hanthrn_e,0.0,0.0,0.0
2637,EX_glyc3p_e,0.0,0.0,0.0
2638,ALAPAT4te,0.0,0.0,0.0
2639,AVITE1t,0.0,0.0,0.0
2640,GLYCLm,-474.27854454203225,-138.84504761382587,-335.4334969282064
2641,ARGSUCte,0.0,0.0,0.0
2642,3PGtr,0.0,0.0,0.0
2643,GLYC3tr,0.0,0.0,0.0
2644,EX_2pg_e,0.0,0.0,0.0
2645,ACRNte,0.0,0.0,0.0
2646,PCRNte,0.0,0.0,0.0
2647,ARACHDFATPtc,0.0,0.0,0.0
2648,STCRNte,0.0,0.0,0.0
2649,EX_acrn_e,-130.48933500627328,-13.884504761382908,-116.60483024489037
2650,LCAT20e,0.0,0.0,0.0
2651,LCAT22e,0.0,0.0,0.0
2652,LCAT27e,0.0,0.0,0.0
2653,EX_pcrn_e,0.0,0.0,0.0
2654,EX_lneldccrn_e,0.0,0.0,0.0
2655,EX_odecrn_e,65.24466750313672,0.0,65.24466750313672
2656,EX_pmtcrn_e,0.0,0.0,0.0
2657,LCAT29e,0.0,0.0,0.0
2658,LCAT31e,0.0,0.0,0.0
2659,LCAT33e,0.0,0.0,0.0
2660,LCAT34e,0.0,0.0,0.0
2661,LCAT36e,0.0,0.0,0.0
2662,DM_ascb__L_c,0.0,0.0,0.0
2663,PCREATte,0.0,0.0,0.0
2664,BGLYte,0.0,0.0,0.0
2665,BIOMASS_maintenance,708.6493715361528,708.6493715361528,0.0
2666,LCAT39e,0.0,0.0,0.0
2667,LCAT42e,0.0,0.0,0.0
2668,LCAT43e,0.0,0.0,0.0
2669,BIOMASS_maintenance_noTrTr,0.0,0.0,0.0
2670,15KPROSTGF2c,-1000.0,-1000.0,0.0
2671,ADPOHc,1000.0,0.0,1000.0
2672,AND19ONEc,0.0,0.0,0.0
2673,DESAT14_9,0.0,0.0,0.0
2674,LCAT44e,0.0,0.0,0.0
2675,LCAT45e,0.0,0.0,0.0
2676,LCAT46e,0.0,0.0,0.0
2677,LCAT49e,0.0,0.0,0.0
2678,LCAT50e,0.0,0.0,0.0
2679,LCAT52e,0.0,0.0,0.0
2680,21HPRGNLONE,0.0,0.0,0.0
2681,HMCRNc,-1000.0,-1000.0,0.0
2682,LCAT10e,0.0,0.0,0.0
2683,LCAT11e,0.0,0.0,0.0
2684,CRNATBtc,0.0,0.0,0.0
2685,LCAT14e,0.0,0.0,0.0
2686,LCAT6e,0.0,0.0,0.0
2687,LCAT7e,0.0,0.0,0.0
2688,LCAT55e,0.0,0.0,0.0
2689,LCAT8e,0.0,0.0,0.0
2690,LCAT16e,0.0,0.0,0.0
2691,SMS10,0.0,0.0,0.0
2692,LCAT17e,0.0,0.0,0.0
2693,DHEASABCCte,0.0,0.0,0.0
2694,SMS11,0.0,0.0,0.0
2695,SMS12,0.0,0.0,0.0
2696,SMS13,0.0,0.0,0.0
2697,DOPAENT4tc,0.0,0.0,0.0
2698,SMS2,0.0,0.0,0.0
2699,MAGLINL_HSe,0.0,0.0,0.0
2700,SMS3,0.0,0.0,0.0
2701,SMS4,0.0,0.0,0.0
2702,SMS5,0.0,0.0,0.0
2703,SMS8,0.0,0.0,0.0
2704,XOLEST182CEH,0.0,0.0,0.0
2705,XOLEST226CEH,0.0,0.0,0.0
2706,LPS6e,0.0,0.0,0.0
2707,LPS7e,0.0,0.0,0.0
2708,PCHOLOLE_HSPLA2,0.0,0.0,0.0
2709,PEOLE_HSPLA2,0.0,0.0,0.0
2710,PCHOLPALME_HSPLA2,0.0,0.0,0.0
2711,PAILPALM_HSPLA2,0.0,0.0,0.0
2712,PCHOL2LINL_HSPLA2,0.0,0.0,0.0
2713,PE2LINL_HSPLA2,0.0,0.0,0.0
2714,PCHOLN225_HSPLA2,0.0,0.0,0.0
2715,PCHOLN2254_HSPLA2,0.0,0.0,0.0
2716,PEAR_HSPLA2,0.0,0.0,0.0
2717,PCHOL2PALM_HSPLA2,0.0,0.0,0.0
2718,PCHOLAR_HSPLA2,0.0,0.0,0.0
2719,PCHOLN1836_HSPLA2,0.0,0.0,0.0
2720,PE203_HSPLA2,0.0,0.0,0.0
2721,PE226_HSPLA2,0.0,0.0,0.0
2722,PE224_HSPLA2,0.0,0.0,0.0
2723,PEDH12_HSPLA2,0.0,0.0,0.0
2724,PEDH13_HSPLA2,0.0,0.0,0.0
2725,PEDH15_HSPLA2,0.0,0.0,0.0
2726,PCHOLN203_HSPLA2,0.0,0.0,0.0
2727,ARACHETH,0.0,0.0,0.0
2728,BILIVERDt,0.0,0.0,0.0
2729,PCHOLN24_HSPLA2,0.0,0.0,0.0
2730,PCHOLN261_HSPLA2,0.0,0.0,0.0
2731,PCHOLN281_HSPLA2,0.0,0.0,0.0
2732,C02356t,0.0,0.0,0.0
2733,PCHOLDOC_HSPLA2,0.0,0.0,0.0
2734,PCHOLDET_HSPLA2,0.0,0.0,0.0
2735,PCHOLHEP_HSPLA2,0.0,0.0,0.0
2736,PELINL_HSPLA2,0.0,0.0,0.0
2737,C02712te,0.0,0.0,0.0
2738,C02712tm,0.0,0.0,0.0
2739,FOLABCCte,0.0,0.0,0.0
2740,C03990tr,0.0,0.0,0.0
2741,FOLOAT2tc,0.0,1000.0,-1000.0
2742,C03990tx,0.0,0.0,0.0
2743,C04483t2,0.0,0.0,0.0
2744,C04717ATP,0.0,0.0,0.0
2745,FACOAE160,0.0,0.0,0.0
2746,GPDDACHOL,0.0,0.0,0.0
2747,ACLYSHYc,0.0,0.0,0.0
2748,EX_3mtp_e,0.0,0.0,0.0
2749,ELAIDCRNte,0.0,0.0,0.0
2750,GLYC2P3Pc,0.0,0.0,0.0
2751,LNLCCRNNAt,0.0,0.0,0.0
2752,PHLACHt,0.0,0.0,0.0
2753,C04805td,0.0,0.0,0.0
2754,C05463t1,0.0,0.0,0.0
2755,C05463t2,0.0,0.0,0.0
2756,C05953t,0.0,-3.672955118285687e-13,3.672955118285687e-13
2757,C06314t,0.0,0.0,0.0
2758,C06439t,0.0,0.0,0.0
2759,12HPETATP,0.0,0.0,0.0
2760,15HPETATP,0.0,0.0,0.0
